1,444,387.83,158.47,100.51,182.14,1,-1,-1,-1
1,443,477.42,133.57,60.97,206.67,1,-1,-1,-1
2,444,415.57,156.44,91.03,180.40,1,-1,-1,-1
2,443,499.91,136.94,64.18,207.70,1,-1,-1,-1
3,444,423.52,157.99,85.95,179.82,1,-1,-1,-1
3,443,500.92,125.44,67.83,208.26,1,-1,-1,-1
4,444,436.54,153.57,84.67,188.92,1,-1,-1,-1
4,443,514.20,133.49,62.46,207.22,1,-1,-1,-1
5,444,453.58,154.32,74.00,185.24,1,-1,-1,-1
5,443,522.13,126.29,73.69,220.39,1,-1,-1,-1
6,444,462.44,155.01,79.30,187.09,1,-1,-1,-1
6,443,534.99,137.71,69.92,214.00,1,-1,-1,-1
7,444,477.45,150.89,76.65,191.50,1,-1,-1,-1
7,443,548.71,138.48,67.79,208.48,1,-1,-1,-1
8,444,490.84,153.68,73.22,184.48,1,-1,-1,-1
8,443,558.53,139.62,64.18,200.59,1,-1,-1,-1
9,444,504.86,160.02,70.40,183.50,1,-1,-1,-1
9,443,574.82,139.72,60.21,199.61,1,-1,-1,-1
10,444,520.50,156.07,72.09,186.34,1,-1,-1,-1
10,443,583.58,135.56,60.92,200.21,1,-1,-1,-1
11,444,531.41,157.16,75.56,185.90,1,-1,-1,-1
11,443,600.16,143.22,60.16,197.30,1,-1,-1,-1
12,444,546.49,155.30,78.31,190.25,1,-1,-1,-1
12,443,613.74,146.24,60.93,199.48,1,-1,-1,-1
13,444,559.85,154.16,88.45,199.84,1,-1,-1,-1
13,443,627.82,149.33,64.08,201.97,1,-1,-1,-1
14,445,257.83,133.24,74.49,177.39,1,-1,-1,-1
14,444,574.08,157.13,85.97,198.52,1,-1,-1,-1
14,443,642.70,151.60,60.87,203.93,1,-1,-1,-1
15,446,492.85,138.56,32.72,59.98,1,-1,-1,-1
15,445,272.46,135.35,73.85,164.54,1,-1,-1,-1
15,444,591.85,153.14,83.97,203.20,1,-1,-1,-1
15,443,654.87,151.05,63.37,207.44,1,-1,-1,-1
16,445,280.98,139.74,78.83,179.32,1,-1,-1,-1
16,444,594.36,151.38,84.48,203.30,1,-1,-1,-1
16,443,662.97,148.59,66.34,211.64,1,-1,-1,-1
17,445,292.59,126.38,85.32,202.62,1,-1,-1,-1
17,444,601.91,146.69,100.03,211.37,1,-1,-1,-1
17,443,677.36,145.44,70.36,212.10,1,-1,-1,-1
18,448,492.30,131.73,36.24,71.15,1,-1,-1,-1
18,445,306.32,122.43,91.64,213.10,1,-1,-1,-1
18,444,611.62,147.23,99.39,213.82,1,-1,-1,-1
18,443,691.98,147.86,71.12,214.31,1,-1,-1,-1
19,445,307.42,104.67,102.55,229.63,1,-1,-1,-1
19,444,624.85,150.81,97.25,212.81,1,-1,-1,-1
19,443,701.22,146.18,71.52,212.01,1,-1,-1,-1
20,445,327.98,116.74,93.05,214.38,1,-1,-1,-1
20,444,644.53,149.46,89.90,210.19,1,-1,-1,-1
20,443,714.91,136.49,69.46,209.89,1,-1,-1,-1
21,447,268.68,136.10,80.15,207.17,1,-1,-1,-1
21,445,344.43,122.19,88.56,214.59,1,-1,-1,-1
21,444,657.87,148.95,87.43,213.86,1,-1,-1,-1
21,443,722.91,139.02,75.68,218.41,1,-1,-1,-1
22,452,1026.38,143.84,115.51,228.53,1,-1,-1,-1
22,450,502.59,129.17,40.07,74.11,1,-1,-1,-1
22,447,282.17,137.86,80.96,209.60,1,-1,-1,-1
22,445,356.84,130.71,86.32,212.81,1,-1,-1,-1
22,444,678.91,148.61,98.66,211.72,1,-1,-1,-1
23,452,990.27,146.12,123.50,231.55,1,-1,-1,-1
23,450,509.55,125.93,41.02,74.50,1,-1,-1,-1
23,447,296.73,129.65,80.01,214.44,1,-1,-1,-1
23,445,381.75,126.96,86.29,210.87,1,-1,-1,-1
23,444,696.94,149.26,104.25,213.73,1,-1,-1,-1
24,452,963.45,149.45,116.05,225.84,1,-1,-1,-1
24,450,511.32,133.14,34.91,69.21,1,-1,-1,-1
24,447,309.55,131.03,82.89,213.28,1,-1,-1,-1
24,445,393.81,134.66,84.83,201.64,1,-1,-1,-1
24,444,708.91,146.92,110.54,219.14,1,-1,-1,-1
25,452,933.88,149.79,108.79,215.30,1,-1,-1,-1
25,450,516.11,128.99,31.85,65.46,1,-1,-1,-1
25,447,319.94,122.31,87.23,222.70,1,-1,-1,-1
25,445,394.91,132.41,88.23,200.67,1,-1,-1,-1
25,444,722.36,144.23,103.56,217.90,1,-1,-1,-1
25,443,791.23,146.01,74.86,209.73,1,-1,-1,-1
26,452,913.37,151.99,97.97,210.93,1,-1,-1,-1
26,450,508.94,135.77,36.08,57.21,1,-1,-1,-1
26,447,330.39,122.02,84.53,220.92,1,-1,-1,-1
26,445,421.54,136.90,82.38,194.97,1,-1,-1,-1
26,444,741.62,142.88,99.88,216.64,1,-1,-1,-1
26,443,810.40,142.31,72.31,209.60,1,-1,-1,-1
27,452,891.96,150.83,96.34,212.91,1,-1,-1,-1
27,450,508.78,136.00,33.45,60.11,1,-1,-1,-1
27,447,337.48,122.90,85.03,220.36,1,-1,-1,-1
27,445,436.00,136.31,77.76,195.85,1,-1,-1,-1
27,444,751.56,144.12,106.19,214.87,1,-1,-1,-1
27,443,826.99,138.08,72.80,215.76,1,-1,-1,-1
28,452,862.54,153.99,92.71,211.32,1,-1,-1,-1
28,450,514.18,139.13,32.63,62.68,1,-1,-1,-1
28,447,346.04,123.88,88.90,224.91,1,-1,-1,-1
28,445,445.08,138.55,78.97,194.44,1,-1,-1,-1
28,444,760.18,150.91,115.57,206.62,1,-1,-1,-1
29,450,511.74,142.98,31.27,62.65,1,-1,-1,-1
29,447,364.45,122.80,84.63,224.14,1,-1,-1,-1
29,445,461.85,141.87,74.89,193.17,1,-1,-1,-1
29,444,771.86,156.32,124.49,203.80,1,-1,-1,-1
30,447,376.71,127.45,81.27,223.47,1,-1,-1,-1
30,445,481.81,141.03,71.66,197.42,1,-1,-1,-1
31,447,388.90,132.46,82.77,224.86,1,-1,-1,-1
31,445,494.92,144.91,68.07,195.35,1,-1,-1,-1
31,443,886.81,142.40,94.60,211.69,1,-1,-1,-1
32,447,393.26,128.04,84.59,222.35,1,-1,-1,-1
32,445,505.24,143.63,64.04,192.25,1,-1,-1,-1
32,443,909.14,136.68,89.82,199.76,1,-1,-1,-1
33,447,414.33,126.85,81.54,219.72,1,-1,-1,-1
33,445,521.01,145.38,61.60,195.08,1,-1,-1,-1
33,444,860.80,148.90,117.82,214.07,1,-1,-1,-1
33,443,934.56,144.65,88.05,206.54,1,-1,-1,-1
34,452,728.91,160.07,77.05,197.90,1,-1,-1,-1
34,447,428.89,125.80,77.14,219.65,1,-1,-1,-1
34,445,536.63,144.10,67.39,194.45,1,-1,-1,-1
34,444,893.30,146.19,134.11,220.22,1,-1,-1,-1
35,452,708.14,157.11,80.74,199.01,1,-1,-1,-1
35,447,439.74,121.71,77.83,224.51,1,-1,-1,-1
35,445,547.89,144.95,70.42,198.24,1,-1,-1,-1
35,444,923.32,145.19,138.58,221.32,1,-1,-1,-1
36,452,684.60,154.03,85.29,196.54,1,-1,-1,-1
36,447,453.73,123.30,80.31,228.94,1,-1,-1,-1
36,445,561.02,148.45,70.01,196.52,1,-1,-1,-1
36,444,946.72,141.41,146.06,225.91,1,-1,-1,-1
37,452,667.10,162.12,79.32,193.86,1,-1,-1,-1
37,447,466.33,125.88,79.71,225.16,1,-1,-1,-1
37,445,576.90,156.45,67.42,198.16,1,-1,-1,-1
37,444,967.17,140.70,145.41,227.80,1,-1,-1,-1
38,452,647.20,157.41,73.91,190.29,1,-1,-1,-1
38,447,481.30,130.32,77.15,222.61,1,-1,-1,-1
38,445,589.27,154.95,69.24,197.81,1,-1,-1,-1
38,444,991.91,142.68,143.27,222.63,1,-1,-1,-1
39,447,495.10,134.12,75.22,221.12,1,-1,-1,-1
39,445,606.29,152.34,77.39,203.56,1,-1,-1,-1
39,444,1017.02,139.67,152.38,225.36,1,-1,-1,-1
40,447,516.01,128.64,74.56,214.32,1,-1,-1,-1
40,445,620.17,152.09,81.35,199.35,1,-1,-1,-1
40,444,1049.92,141.62,152.12,223.86,1,-1,-1,-1
41,447,526.94,141.85,76.68,217.21,1,-1,-1,-1
41,445,635.86,148.15,80.95,199.98,1,-1,-1,-1
41,444,1070.17,139.74,153.51,218.46,1,-1,-1,-1
42,447,541.53,141.47,88.64,218.00,1,-1,-1,-1
42,445,646.42,146.87,77.26,199.86,1,-1,-1,-1
42,444,1094.86,139.27,143.72,221.25,1,-1,-1,-1
43,447,550.72,141.08,88.52,213.97,1,-1,-1,-1
43,445,666.27,153.82,74.84,200.54,1,-1,-1,-1
43,444,1121.77,145.69,126.58,216.86,1,-1,-1,-1
44,447,581.07,137.46,79.97,212.05,1,-1,-1,-1
44,445,675.18,150.06,83.66,209.67,1,-1,-1,-1
44,444,1147.26,140.54,106.28,217.53,1,-1,-1,-1
45,447,593.18,134.57,82.39,222.44,1,-1,-1,-1
45,445,691.42,153.49,85.33,206.11,1,-1,-1,-1
46,447,613.70,135.77,80.33,221.76,1,-1,-1,-1
46,445,707.38,152.56,87.20,206.82,1,-1,-1,-1
47,456,484.90,152.72,58.39,163.93,1,-1,-1,-1
47,447,631.14,128.86,80.28,229.11,1,-1,-1,-1
47,445,719.22,152.64,88.42,210.01,1,-1,-1,-1
48,456,458.55,145.30,60.63,177.39,1,-1,-1,-1
48,447,641.47,132.87,89.98,229.26,1,-1,-1,-1
48,445,733.52,147.64,87.51,214.36,1,-1,-1,-1
49,457,551.86,137.72,29.86,76.01,1,-1,-1,-1
49,456,429.93,144.52,76.94,184.68,1,-1,-1,-1
49,447,663.31,129.50,89.95,235.19,1,-1,-1,-1
49,445,753.11,142.84,88.05,217.04,1,-1,-1,-1
50,456,410.60,145.49,78.15,185.50,1,-1,-1,-1
50,447,680.73,125.41,87.35,239.42,1,-1,-1,-1
50,445,767.78,139.18,90.00,218.88,1,-1,-1,-1
51,459,582.78,136.01,31.99,73.62,1,-1,-1,-1
51,456,386.63,133.76,82.46,195.78,1,-1,-1,-1
51,447,697.44,120.04,91.16,245.76,1,-1,-1,-1
51,445,789.36,138.06,89.14,224.03,1,-1,-1,-1
52,461,513.56,130.78,26.48,78.85,1,-1,-1,-1
52,459,580.86,142.16,35.10,78.59,1,-1,-1,-1
52,456,367.00,138.10,83.45,196.01,1,-1,-1,-1
52,447,710.68,112.70,98.02,253.56,1,-1,-1,-1
52,445,817.92,139.21,86.43,222.30,1,-1,-1,-1
53,461,510.93,134.30,26.87,74.07,1,-1,-1,-1
53,459,579.76,147.87,34.82,78.18,1,-1,-1,-1
53,457,527.85,133.58,34.35,80.62,1,-1,-1,-1
53,456,334.68,120.38,102.43,221.92,1,-1,-1,-1
53,447,727.12,113.64,99.60,252.88,1,-1,-1,-1
53,445,843.85,136.96,85.07,222.75,1,-1,-1,-1
54,463,564.25,139.64,28.26,78.44,1,-1,-1,-1
54,461,511.80,137.37,26.25,69.07,1,-1,-1,-1
54,459,581.98,142.69,32.66,74.37,1,-1,-1,-1
54,457,526.40,130.06,31.14,76.01,1,-1,-1,-1
54,456,314.94,104.73,113.22,234.62,1,-1,-1,-1
54,447,745.15,118.09,100.99,252.42,1,-1,-1,-1
54,445,865.48,133.57,82.67,221.64,1,-1,-1,-1
55,463,558.50,138.25,26.84,76.34,1,-1,-1,-1
55,457,522.65,129.73,33.69,79.51,1,-1,-1,-1
55,456,304.11,102.35,104.21,229.91,1,-1,-1,-1
55,447,766.81,112.35,102.07,256.59,1,-1,-1,-1
55,445,890.03,135.18,93.65,217.26,1,-1,-1,-1
56,457,525.49,132.50,32.20,76.15,1,-1,-1,-1
56,456,296.64,118.24,94.88,219.46,1,-1,-1,-1
